,current_ratio,quick_ratio,cash_ratio
current_ratio,0.0006830689300391013,0.0007222307895498646,0.00010313892013846305
quick_ratio,0.0007222307895498646,0.0009354828810315079,0.00011348116019771679
cash_ratio,0.00010313892013846305,0.00011348116019771679,4.057039174559446e-05
