lag,acf,acf_ci_low,acf_ci_hi,pacf,pacf_ci_low,pacf_ci_hi
0,1.0,1.0,1.0,1.0,1.0,1.0
1,-0.1746405862029817,-0.8279619143829997,0.47868074197703625,-0.1746405862029817,-0.8279619143829997,0.47868074197703625
2,-0.49795166286127795,-1.1709039225694589,0.1750005968469029,-0.5450754351529299,-1.1983967633329478,0.10824589302708809
3,-0.015650142690907816,-0.8308397685195756,0.79953948313776,-0.3598273757546885,-1.0131487039347065,0.2934939524253295
