,current_ratio,quick_ratio,cash_ratio
current_ratio,1.0,0.9141531659969971,0.7159363516359732
quick_ratio,0.9141531659969971,1.0,0.5374051807425401
cash_ratio,0.7159363516359732,0.5374051807425401,1.0
