lag,acf,acf_ci_low,acf_ci_hi,pacf,pacf_ci_low,pacf_ci_hi
0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.4751197846892839,-0.17820154349073408,1.128441112869302,0.47511978468928395,-0.17820154349073403,1.128441112869302
2,0.1720876530246891,-0.615016145359478,0.9591914514088562,-0.0692933566318427,-0.7226146848118606,0.5840279715481753
3,0.13948529796315737,-0.6635170307771854,0.9424876267035001,0.11028593580043121,-0.5430353923795868,0.7636072639804492
