lag,acf,acf_ci_low,acf_ci_hi,pacf,pacf_ci_low,pacf_ci_hi
0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.4615411412248311,-0.1917801869551869,1.114862469404849,0.46154114122483103,-0.19178018695518695,1.114862469404849
2,0.1235281822615481,-0.6566481272744156,0.9037044917975119,-0.11371581027793838,-0.7670371384579564,0.5396055179020796
3,-0.05221904828258899,-0.8406993681441544,0.7362612715789765,-0.08139923539586773,-0.7347205635758857,0.5719220927841503
