lag,acf,acf_ci_low,acf_ci_hi,pacf,pacf_ci_low,pacf_ci_hi
0,1.0,1.0,1.0,1.0,1.0,1.0
1,-0.1280143699482945,-0.7813356981283125,0.5253069582317235,-0.12801436994829443,-0.7813356981283124,0.5253069582317236
2,-0.17675833364377638,-0.8406997641361392,0.4871830968485865,-0.19636396211836626,-0.8496852902983842,0.4569573660616517
3,0.07853719495858387,-0.6051948278274671,0.762269217744635,0.027841111549096312,-0.6254802166309217,0.6811624397291143
