,current_ratio,quick_ratio,cash_ratio
current_ratio,0.14314309982702167,0.11889924217092539,0.03149560973115044
quick_ratio,0.11889924217092539,0.10442573440138102,0.025672981501569485
cash_ratio,0.03149560973115044,0.025672981501569485,0.007251775987554182
