,current_ratio,quick_ratio,cash_ratio
current_ratio,0.0024805166701271676,0.0029386291468050498,0.0002398974915227866
quick_ratio,0.0029386291468050498,0.004981579216107921,0.00043762838271744765
cash_ratio,0.0002398974915227866,0.00043762838271744765,6.022630623794565e-05
