lag,acf,acf_ci_low,acf_ci_hi,pacf,pacf_ci_low,pacf_ci_hi
0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.28884456143346976,-0.3644767667465482,0.9421658896134877,0.2888445614334698,-0.36447676674654816,0.9421658896134878
2,0.11324370587145938,-0.5924831621717868,0.8189705739147055,0.03252622669790195,-0.620795101482116,0.6858475548779199
3,0.19259096695918168,-0.5208498737150494,0.9060318076334127,0.16552008077212027,-0.4878012474078977,0.8188414089521383
