lag,acf,acf_ci_low,acf_ci_hi,pacf,pacf_ci_low,pacf_ci_hi
0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.5737716457834718,0.007978778745385995,1.1395645128215577,0.5737716457834718,0.007978778745385995,1.1395645128215577
2,0.20751795016190341,-0.5211098762097927,0.9361457765335995,-0.18142288818481064,-0.7472157552228965,0.3843699788532752
3,-0.06588765310432215,-0.8131959880650157,0.6814206818563713,-0.15794773218367106,-0.7237405992217569,0.40784513485441476
4,-0.09122905814444603,-0.8403947007196848,0.6579365844307927,0.09106684661204728,-0.47472602042603856,0.6568597136501331
5,-0.11403632268055744,-0.8667499055602609,0.6386772601991461,-0.10387073665328816,-0.669663603691374,0.4619221303847977
