lag,acf,acf_ci_low,acf_ci_hi,pacf,pacf_ci_low,pacf_ci_hi
0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.5307484037387519,-0.03504446329933397,1.0965412707768376,0.5307484037387519,-0.03504446329933397,1.0965412707768376
2,0.12473094120138498,-0.5827110239784156,0.8321729063811855,-0.21851814970363354,-0.7843110167417193,0.3472747173344523
3,-0.19679770673568978,-0.9112449851938489,0.5176495717224694,-0.23608879436450014,-0.801881661402586,0.3297040726735857
4,-0.3128472605901062,-1.0444421663567167,0.41874764517650437,-0.09631870261325741,-0.6621115696513432,0.4694741644248284
5,-0.39772979097790434,-1.1709657731869945,0.3755061912311857,-0.24917105500344056,-0.8149639220415263,0.3166218120346453
