,current_ratio,quick_ratio,cash_ratio
current_ratio,0.00016069416200610454,0.00017307791665576125,7.606443654524946e-05
quick_ratio,0.00017307791665576125,0.00023057900693091067,5.9195350090452055e-05
cash_ratio,7.606443654524946e-05,5.9195350090452055e-05,5.608913505270785e-05
