lag,acf,acf_ci_low,acf_ci_hi,pacf,pacf_ci_low,pacf_ci_hi
0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.1830429550567677,-0.47027837312325027,0.8363642832367857,0.18304295505676765,-0.4702783731232503,0.8363642832367857
2,0.08863077486527496,-0.5862249999441305,0.7634865496746803,0.05703706247075934,-0.5962842657092586,0.7103583906507773
3,0.009940877936482996,-0.6698650871814152,0.6897468430543813,-0.016398246098228153,-0.6697195742782461,0.6369230820817898
