industry,industry_name,model,split,MSE,RMSE,MAE,MAPE,SMAPE,R2
N,Administrative Services,lstm,train,64.12966703962276,8.008100089261045,6.525269027799368,31.77346921570213,60.59528783127873,0.9829860704794361
N,Administrative Services,lstm,test,193.64160738267137,13.915516784606721,13.508205720533928,,200.0,
N,Administrative Services,gru,train,12.08109320383276,3.475786702867821,2.6056510027764097,26.386714859460746,45.0589071914565,0.9967948240215503
N,Administrative Services,gru,test,3356.7492781754113,57.93746005975246,56.933518747488655,,200.0,
N,Administrative Services,nbeats,train,0.0009489802938095442,0.030805523754832413,0.023710109293460846,0.16136079167030315,28.709597029165995,0.9999997482306617
N,Administrative Services,nbeats,test,617.5692311040087,24.850940245874174,24.8480962117513,,200.0,
O,Public Administration,prophet,train,822875615.7034318,28685.808611636377,25968.523312575784,145601.18955151987,159.2948614552349,0.6708595757662541
O,Public Administration,prophet,test,33073200420.535446,181860.38716701185,175328.43404590906,,200.0,
O,Public Administration,lstm,train,317592180.0688053,17821.116128593218,17114.264468775265,111045.3525400244,129.4187326872518,0.8951958803340311
O,Public Administration,lstm,test,641178511.0540081,25321.502938293535,21891.638810932636,,200.0,
O,Public Administration,gru,train,559055589.0977446,23644.356390008685,20574.442726758974,105417.02842486787,145.29707480453595,0.8155139435516481
O,Public Administration,gru,test,713115827.9600148,26704.22865315557,22735.762975613277,,200.0,
P,Education,prophet,train,5.482758106683436,2.341529010429603,2.061064260592619,45.50008681404293,169.57253806022072,0.5412154890068612
P,Education,prophet,test,28.966503176119815,5.382053806505451,5.239889561882751,38.76013826443444,149.35920429238163,0.5976874558872247
P,Education,lstm,train,0.13071719429072845,0.3615483291217489,0.3056854001645531,7.623555064201355,145.12530742553363,0.9907972090226355
P,Education,lstm,test,91.17954166978815,9.548797917528056,7.770594343543053,84.70232486724854,182.30935692890827,-0.26638252319150224
P,Education,gru,train,7.201763391366256,2.683610141463595,2.186939467276846,48.31558242440224,161.1203781241749,0.4929793014699043
P,Education,gru,test,96.50057513130484,9.823470625563292,7.563381806015968,90.84274023771286,188.81459674817904,-0.3402857657125671
P,Education,nbeats,train,12.119859946527413,3.481358922393296,2.7772345383252417,57.026306788126625,166.1029789680937,0.14673399801746667
P,Education,nbeats,test,75.16995580887293,8.67006088841785,6.184990644454956,82.09429449505276,179.75138361256438,-0.04402716401212392
Q,Healthcare & Social,prophet,train,12413.387796684443,111.41538402161724,94.86274002144016,3811.9774763871483,167.74398291175297,0.6645348216814155
Q,Healthcare & Social,prophet,test,43292.57599728176,208.06868096203658,202.38923142735803,61.807916955277186,149.07207739019225,-2.2192575845688403
Q,Healthcare & Social,lstm,train,132.11364916414306,11.49407017396984,7.832330090659002,396.9267462138774,163.49592326732335,-0.3611372601015579
Q,Healthcare & Social,lstm,test,16733.27617321071,129.35716514059322,78.74370288848877,90.96985958456024,188.95701025908122,-0.24429477790085596
Q,Healthcare & Social,gru,train,367.9047601242305,19.180843571757485,17.783351080758226,524.0038491619955,195.5111628403229,-2.7904401274363524
